Tweet	subtask_a	subtask_b	subtask_c
Air India Ratan Tata boss Ratan Tata, India's gains in the matter nahieara care, sir, to ...	not offensive	NULL	NULL
Just like Michael 's six years to build the array when the ghosanaca hear ...	not offensive	NULL	NULL
Thang rose kalila not go that allada wind jhulakela blushing. Manomani slow kajavyaci almost locks her ...	not offensive	NULL	NULL
Although the test is going to be the question of the quality of students' exam will be.	not offensive	NULL	NULL
Teachers fixed attaparyantaci dialogue is cheesy and the batch.	not offensive	NULL	NULL
Shah Rukh Khan's Knight Riders team trophy for the third time patakavanyaci room ...	not offensive	NULL	NULL
Opening symbols from the character information is growing recognition by the statements formed consonant words. Literate ...	not offensive	NULL	NULL
The biggest joke in the world	not offensive	NULL	NULL
Secretly like thieves breaking the unofficial car of the day dhavalaya trees areci restraining prison environment lovers night ...	not offensive	NULL	NULL
Life is too short rid of than that, I thought. Live enjoying every moment than waiting for the millennium jhuranya ...	not offensive	NULL	NULL
Underworld dauta in Maharashtra Sanjay Raut and ... ...	not offensive	NULL	NULL
The list of your channel dimmer star sport Marathi? The Channel that it was available ...	not offensive	NULL	NULL
Kurmilabai kalatondakara which has taken him until brown baralya news .. kanganane rape is not just sex. Mental ...	not offensive	NULL	NULL
I thought of my ex after the second world .. not there yet. . . . Then I looked to my mind ... and Kangana	not offensive	NULL	NULL
Some days are the truth and you know the whole asalelica your mind. So that you will not fall in your eyes when you ...	not offensive	NULL	NULL
Fearful of China would hit ... ... important decision of the government of Thailand https t.co rhpav12ip4	not offensive	NULL	NULL
Be together, like so concentrated that Bal had once said that it's time to come together in Marathi	not offensive	NULL	NULL
Author Ketan Sawant available	not offensive	NULL	NULL
Here 's the use of Chhatrapati Shivaji Maharaj's photo ..... .... we are aradhyadaivata general to support her ...	not offensive	NULL	NULL
Watching waiting for Happy	not offensive	NULL	NULL
Bolakam is very afraid of the institutions where sentences or even the banks have so much crowd? It is possible to sin in thought ...	not offensive	NULL	NULL
Chic speak before my father ...	not offensive	NULL	NULL
If that's the number of infected reached Coronas Maharashtra 943772 672556 is a number that's good for the death ...	not offensive	NULL	NULL
Indian democracy is identified as the largest democracy in the world. Western thinkers 1 ... 9 47	not offensive	NULL	NULL
If he would ever leave out the front when the mobile hand man. What patatanya?	not offensive	NULL	NULL
Today, the Prime Minister has been 70 years old. 2024 will be the year to 73 at the time of the election. Their party rules ...	not offensive	NULL	NULL
Hey carried out hundreds of years, this process will gradually bring the spirit of the whole country 10 years will not be thinking ...	not offensive	NULL	NULL
Today, just in aksaranama 'three years ago, \ 9 September 2017 intolerant hate killings sohole ... Praveen bardapurakara ...	not offensive	NULL	NULL
The incident is a crime in 2016. But when the BJP government did not file an FIR against Patil. After 201 m ... 9	not offensive	NULL	NULL
Some of the important things that you know ak47 or fatal bandukibaddala	not offensive	NULL	NULL
What the ...	not offensive	NULL	NULL
Breathing life and believe these two things are very necessary ... for the life of the past .... ...	not offensive	NULL	NULL
Make sure to buy all these books. Nations and dharmaraksanace measures. Hindus see the country's status on tortured available ...	not offensive	NULL	NULL
But once the spectacle principal Marathi cinema and agrarian country ... now the whole country show that the principal jhalayapratyeka ...	not offensive	NULL	NULL
O Joshi that fat mouth the words that we .... kanganarnab .. ...	not offensive	NULL	NULL
1 1 9 60 May organized to establish the state of the implementation of various management departments to alehya ...	not offensive	NULL	NULL
Illegal office todalam kanganacam and cavatalaleta a lot of pain endured Indies Maharashtra	not offensive	NULL	NULL
On 10 September, Prime Minister Narendra Modi fisheries resources planning (piemaemavayavaya) will begin digitally. Pantapra ...	not offensive	NULL	NULL
... and the day after Sachin Tendulkar's century drought ended in 1726	not offensive	NULL	NULL
Bahujan lead Nashik district Pawar birthday wishes.	not offensive	NULL	NULL
What is your opinion on the Municipal building of Kangana operation?	not offensive	NULL	NULL
Amam than all the teachers of the class teacher Day subhe that by constantly aware of the very good category, but other kids ...	not offensive	NULL	NULL
The sivabala made a Jijau jalali you should place in your heart Savitri sikavinarya girls should be aware of ...	not offensive	NULL	NULL
The government is exactly why? No oxygen in Maharashtra.	not offensive	NULL	NULL
Bajaj Auto in the production of 25 million vehicles in 2008 9 50 9 workers that production vehicles in 2012 to 43.5 ...	not offensive	NULL	NULL
After the game ends or career? Victoria ajhareka tsetavana pironakeva Serena Williams us open ...	not offensive	NULL	NULL
Free water washed away the afternoon train. I took tea at home. Suddenly I came out and said to shampoo in the morning saw the box ...	not offensive	NULL	NULL
Rebuked dense cloud of dark dust blew the smell of my consciousness harapuni tamahuni I bedhunda	not offensive	NULL	NULL
✍️ ... the heart of a great deal of anguish due to the talato used his head just before to engage.	not offensive	NULL	NULL
5 100 mAh battery and 8-inch display with the device only 9 999 was launched in India for Rs ...	not offensive	NULL	NULL
You know there are a small part of nature, fell behind the idea of ​​nature we hold the original owners walk the last few decades ...	not offensive	NULL	NULL
Playhouses happen again ...	not offensive	NULL	NULL
Which is the whole argument that his matosrica. If you are not ... but I want her to unauthorized	not offensive	NULL	NULL
Others leave, but I have stayed in different shares the concerns of the middle arch-grandfather's ...... 1983. ...	not offensive	NULL	NULL
Sorry Sorry this tweet a little more on the issue, but it is bhasanaca dhunvadhara. What jhodala A spokes on this topic	not offensive	NULL	NULL
Syed Abid Ali and former Indian cricket team all-rounder Birthday Happy ... 🥳🥳	not offensive	NULL	NULL
Read gulabo monthly turnover of Rs business phulavalaya 2 friends	not offensive	NULL	NULL
A little bit taciturn tight-lipped, she did a little bit .. ✍️ example of love .. both samajatoya now Shweta barakade.	not offensive	NULL	NULL
The good news is the board salary has increased by 83 per cent to the country's players	not offensive	NULL	NULL
According to the psychology of what they say ?? As the above sentence as dreams have not done the things of which another has committed murder.	not offensive	NULL	NULL
Oh, man. We are csk mi rcb here and there over the years bought sponsarsasipa of ipl 2 2 ...	not offensive	NULL	NULL
Khalagi responsibility craw belly in the mud and hiking someone when all expect too much and tyacyasathica this struggle ... ..	not offensive	NULL	NULL
Now when the Marathas and delete dolyavaraci jhapadam View community to "so-called leaders and to protest the Maratha 'svayangho ...	not offensive	NULL	NULL
Phadanavisanni akadevarisahita Savva hours ...	not offensive	NULL	NULL
Asahi We went to throw him a bad onion calitila contamination of Himachal ... not our state.	not offensive	NULL	NULL
Mumbai was the fifth straight day, more patients reported a half thousand ahesomavari has recorded 1788 new cases, 31 patients ...	not offensive	NULL	NULL
The Nizam. In 1800 ingrajabarobara deployment Adilshahi agreement on the nijama totally dominated However Nizam British ...	not offensive	NULL	NULL
Kolhapur Panhala've been a big loss in some areas of tehsil about others resembles pavasanam in the rain for 2 hours	not offensive	NULL	NULL
To this day, the highest recorded in the country today is koronabadhita patients	not offensive	NULL	NULL
Oh, they spoke on the matter Kangana manasainika and their honorable captain that no ??? Why was not this time ...	not offensive	NULL	NULL
Secretly like thieves in the night, breaking trees areci restraining prison environment lovers day dhavalaya ...	not offensive	NULL	NULL
Destiny brought back to the country's politics and nivavala same dhyeyapoti accept Narendra who retired at a young age and in 2014 etc ...	not offensive	NULL	NULL
Destiny brought back to the country's politics and nivavala same dhyeyapoti accept Narendra who retired at the young age of 20 ...	not offensive	NULL	NULL
Subscribe to the channel avadhutadadaca yutyuba? Yes .... Sort of planting in full swing on the tikitabari ..... ...	not offensive	NULL	NULL
Nature displeasure did not kunacyaca hands down .. who does not take it when each will deliver the goods .. ✍✍ ...	not offensive	NULL	NULL
How was the beginning of many events depends upon the last.	not offensive	NULL	NULL
After listening to you all day long vi vi vi vi	not offensive	NULL	NULL
ST 6 of 9 anniversary in 2017, we, my friend Satara esatipreminni sajavalelya or lalaparica ...	not offensive	NULL	NULL
